Date,Wealth,Peaks,Drawdown
2025-04-07,953.7118051732679,1217.7308093867177,-0.21681228903653757
2025-04-08,956.6353444626518,1217.7308093867177,-0.21441147987013706
2025-04-04,971.986570833126,1217.7308093867177,-0.20180505959059633
2025-04-22,1006.9211351074965,1217.7308093867177,-0.17311681091931203
2025-04-17,1007.0062844570999,1217.7308093867177,-0.17304688631122375
