Method,Return (ann.%),Vol (ann.%),Sharpe
Original,25.596215220968833,18.097934551318108,1.1831619010900183
EW,18.496860600068583,16.16109958514912,0.8856719156531293
GMV,14.163944923053792,8.761635725367372,1.139115647404611
MSR,70.61616450836613,20.16376366845732,3.2946595203781293
