Method,Return (ann.%),Vol (ann.%),Sharpe
Original,14.93608972479971,18.628577566017114,0.5731961454058282
EW,16.337627011607793,16.203786713241144,0.7454656344107369
GMV,12.907140247584723,8.660098047537792,0.9987045562929308
MSR,54.13650520172061,17.00220937065864,2.9336331087789205
