Date,Wealth,Peaks,Drawdown
2025-04-07,1428.5832582427015,1824.0624199479084,-0.21681229621325185
2025-04-08,1432.9625637593538,1824.0624199479084,-0.21441144333192486
2025-04-04,1455.9573812517367,1824.0624199479084,-0.20180506690482888
2025-04-22,1508.2865317826304,1824.0624199479084,-0.17311682139380732
2025-04-17,1508.4141377683306,1824.0624199479084,-0.17304686436585437
