Date,Wealth,Peaks,Drawdown
2020-03-23,2411.0010353620773,3440.12054791696,-0.29915216580943027
2020-03-16,2468.044602770561,3440.12054791696,-0.28257031450104386
2020-03-20,2470.990384778372,3440.12054791696,-0.2817140125294183
2020-03-18,2477.7971057705013,3440.12054791696,-0.2797353839036712
2020-03-19,2506.7555955123917,3440.12054791696,-0.2713175132684619
