date,theta_log
2021-10-25,3.4788305065921534
2021-10-26,3.4873155031759966
2021-10-27,3.495775016022176
2021-10-28,3.504206541824741
2021-10-29,3.512607585559555
2021-11-01,3.537603013829165
2021-11-02,3.545857370471503
2021-11-03,3.554068919895797
2021-11-04,3.5622352321724606
2021-11-05,3.5703538907583092
2021-11-08,3.594399994722648
2021-11-09,3.6023041657805575
2021-11-10,3.610148826105549
2021-11-11,3.6179316543364237
2021-11-12,3.6256503474090955
2021-11-15,3.6483988737659647
2021-11-16,3.6558383852408234
2021-11-17,3.6632025443459435
2021-11-18,3.670489171908167
2021-11-19,3.677696111697169
2021-11-22,3.698817599614339
2021-11-23,3.7056847070481798
2021-11-24,3.712461711783708
2021-11-26,3.7257374187171752
2021-11-29,3.744925971325639
2021-11-30,3.751121220235359
2021-12-01,3.757212921051512
2021-12-02,3.7631992711418207
2021-12-03,3.7690784990489816
2021-12-06,3.786056213665616
2021-12-07,3.791489879915699
2021-12-08,3.796808052336346
2021-12-09,3.8020091571947763
2021-12-10,3.807091655400386
2021-12-13,3.8216126483183
2021-12-14,3.8262060375715063
2021-12-15,3.8306736599256976
2021-12-16,3.835014193339542
2021-12-17,3.8392263533793693
2021-12-20,3.851080320935966
2021-12-21,3.8547669083624077
2021-12-22,3.8583192772686665
2021-12-23,3.8617363764516317
2021-12-27,3.87403245908544
2021-12-28,3.876758852823923
2021-12-29,3.8793445202720416
2021-12-30,3.881788696289197
2021-12-31,3.8840906576043843
2022-01-03,3.8905819165946163
2022-01-04,3.89227237824977
2022-01-05,3.8938175229127965
2022-01-06,3.895216893350531
2022-01-07,3.896470075466747
2022-01-10,3.8993490004617537
2022-01-11,3.900014155088178
2022-01-12,3.9005317018061554
2022-01-13,3.900901487465285
2022-01-14,3.9011234026400423
2022-01-18,3.9005317018061554
2022-01-19,3.900014155088178
2022-01-20,3.8993490004617537
2022-01-21,3.8985364347568376
2022-01-24,3.895216893350531
2022-01-25,3.8938175229127965
2022-01-26,3.89227237824977
2022-01-27,3.8905819165946163
2022-01-28,3.888746638182136
2022-01-31,3.8823775465759827
2022-02-01,3.8799688580679916
2022-02-02,3.8774184933774394
2022-02-03,3.8747272071982697
2022-02-04,3.8718957959253615
2022-02-07,3.8625693959722267
2022-02-08,3.859186273786399
2022-02-09,3.8556676253190596
2022-02-10,3.8520144917948986
2022-02-11,3.848227954234899
2022-02-14,3.8360793176946877
2022-02-15,3.831770758686178
2022-02-16,3.8273347860881475
2022-02-17,3.8227727125762554
2022-02-18,3.818085888141451
2022-02-22,3.7981193643512063
2022-02-23,3.792830312628995
2022-02-24,3.7874253704217424
2022-02-25,3.7819061371388054
2022-02-28,3.7646791893283096
2022-03-01,3.7587194549390275
2022-03-02,3.752653924016286
2022-03-03,3.74648439144827
2022-03-04,3.7402126828989246
2022-03-07,3.720803208231185
2022-03-08,3.7141416488159065
2022-03-09,3.707387484157188
2022-03-10,3.700542712921016
2022-03-11,3.6936093605853215
2022-03-14,3.672298461298648
2022-03-15,3.6650315544434133
2022-03-16,3.6576865748117693
2022-03-17,3.6502656959013584
2022-03-18,3.6427711136696397
2022-03-21,3.6198674298273215
2022-03-22,3.612100420203487
2022-03-23,3.604271000977445
2022-03-24,3.596381489000307
2022-03-25,3.588434218905597
2022-03-28,3.5642694584442904
2022-03-29,3.556114833578057
2022-03-30,3.5479143661454193
2022-03-31,3.5396704827966237
2022-04-01,3.5313856230293847
2022-04-04,3.506309757721647
2022-04-05,3.4978856188672585
2022-04-06,3.489432868407916
2022-04-07,3.4809540076484735
2022-04-08,3.472451545620241
2022-04-11,3.4468277425268115
2022-04-12,3.4382560942376275
2022-04-13,3.4296734796791752
2022-04-14,3.4210824385851835
2022-04-18,3.3866848750011678
2022-04-19,3.378089858170301
2022-04-20,3.3695016792274
2022-04-21,3.360922879552785
2022-04-22,3.3523559977512973
2022-04-25,3.326752188233928
2022-04-26,3.3182582821948396
2022-04-27,3.3097889191696455
2022-04-28,3.301346605379124
2022-04-29,3.2929338390397485
2022-05-02,3.2678976713225087
2022-05-03,3.259627891048064
2022-05-04,3.2514000034635253
2022-05-05,3.243216443333204
2022-05-06,3.2350796323042035
2022-05-09,3.2109736985182296
2022-05-10,3.2030478130276965
2022-05-11,3.195180563182442
2022-05-12,3.187374277028268
2022-05-13,3.1796312645708382
2022-05-16,3.156804684517659
2022-05-17,3.1493374822939884
2022-05-18,3.141944809466577
2022-05-19,3.1346288536462508
2022-05-20,3.12739177974204
2022-05-23,3.106175144684724
2022-05-24,3.0992747712236035
2022-05-25,3.0924637415203797
2022-05-26,3.08574407106832
2022-05-27,3.0791177483260213
2022-05-31,3.0535847246917194
2022-06-01,3.047453980436988
2022-06-02,3.0414279145458636
2022-06-03,3.0355083102281926
2022-06-06,3.018405623158318
2022-06-07,3.0129290594407228
2022-06-08,3.0075673905663094
2022-06-09,3.0023222031391588
2022-06-10,2.9971950492946178
2022-06-13,2.9825367840062493
2022-06-14,2.977896580613342
2022-06-15,2.9733816387377203
2022-06-16,2.9689932944233233
2022-06-17,2.964732846251835
2022-06-21,2.9489946542450056
2022-06-22,2.9453918280656435
2022-06-23,2.941923882082797
2022-06-24,2.9385918425174764
2022-06-27,2.9294208195446783
2022-06-28,2.926641859217041
2022-06-29,2.92400332750336
2022-06-30,2.9215060051876183
2022-07-01,2.9191506312676676
2022-07-05,2.9111619250905223
2022-07-06,2.90952590099271
2022-07-07,2.908035370396262
2022-07-08,2.9066907743731614
2022-07-11,2.9035363560043255
2022-07-12,2.9027790436174836
2022-07-13,2.9021692212356496
2022-07-14,2.9017070693150764
2022-07-15,2.9013927246139533
2022-07-18,2.901337245178951
2022-07-19,2.90161462183165
2022-07-20,2.9020398330604964
2022-07-21,2.9026127530386465
2022-07-22,2.903333212229862
2022-07-25,2.906377475222535
2022-07-26,2.9076855237427863
2022-07-27,2.9091396103616383
2022-07-28,2.9107393047914667
2022-07-29,2.9124841336569527
2022-08-01,2.9185840498293487
2022-08-02,2.920903826099749
2022-08-03,2.9233657289604205
2022-08-04,2.925969029894698
2022-08-05,2.9287129585439526
2022-08-08,2.9377801844391307
2022-08-09,2.9410780917594517
2022-08-10,2.9445121557802625
2022-08-11,2.9480813603067704
2022-08-12,2.9517846491539332
2022-08-15,2.9636878665606576
2022-08-16,2.9679161422198863
2022-08-17,2.9722726327686906
2022-08-18,2.9767560490514278
2022-08-19,2.9813650643530893
2022-08-22,2.9959318821524143
2022-08-23,3.0010292891633394
2022-08-24,3.00624511235092
2022-08-25,3.0115778082691613
2022-08-26,3.0170257988875453
2022-08-29,3.0340452497473542
2022-08-30,3.0399379637255
2022-08-31,3.0459375801775184
2022-09-01,3.0520423237203764
2022-09-02,3.0582503878622442
2022-09-06,3.084078661963253
2022-09-07,3.090775180836832
2022-09-08,3.0975635586338486
2022-09-09,3.104441786564098
2022-09-12,3.1255950880521914
2022-09-13,3.1328121059318
2022-09-14,3.1401085433324014
2022-09-15,3.1474822411207795
2022-09-16,3.1549310173011285
2022-09-19,3.1777056669023183
2022-09-20,3.1854325021764196
2022-09-21,3.1932231857496842
2022-09-22,3.201075412233503
2022-09-23,3.208986858027728
2022-09-26,3.233053016573814
2022-09-27,3.2411777635505863
2022-09-28,3.249349862906826
2022-09-29,3.2575668963868574
2022-09-30,3.2658264324382733
2022-10-03,3.2908355561819045
2022-10-04,3.2992405463205983
2022-10-05,3.3076757071271974
2022-10-06,3.31613854250191
2022-10-07,3.3246265481555954
2022-10-10,3.3502164366362828
2022-10-11,3.3587799427092726
2022-10-12,3.3673560007848797
2022-10-13,3.375942073069544
2022-10-14,3.3845356188063396
2022-10-17,3.410335660503001
2022-10-18,3.4189336595387183
2022-10-19,3.4275264101244627
2022-10-20,3.436111369527091
2022-10-21,3.4446859973189987
2022-10-24,3.4703225371176463
2022-10-25,3.4788305065921534
2022-10-26,3.4873155031759966
2022-10-27,3.495775016022176
2022-10-28,3.504206541824741
2022-10-31,3.5293082925657138
2022-11-01,3.537603013829165
2022-11-02,3.545857370471503
2022-11-03,3.554068919895797
2022-11-04,3.5622352321724606
2022-11-07,3.5864386519032037
2022-11-08,3.594399994722648
2022-11-09,3.6023041657805575
2022-11-10,3.610148826105549
2022-11-11,3.6179316543364237
2022-11-14,3.6408862113925027
2022-11-15,3.6483988737659647
2022-11-16,3.6558383852408234
2022-11-17,3.6632025443459435
2022-11-18,3.670489171908167
2022-11-21,3.6918624215697577
2022-11-22,3.698817599614339
2022-11-23,3.7056847070481798
2022-11-25,3.719146608396193
2022-11-28,3.7386290075961757
2022-11-29,3.744925971325639
2022-11-30,3.751121220235359
2022-12-01,3.757212921051512
2022-12-02,3.7631992711418207
2022-12-05,3.7805086614953605
2022-12-06,3.786056213665616
2022-12-07,3.791489879915699
2022-12-08,3.796808052336346
2022-12-09,3.8020091571947763
2022-12-12,3.8168948514238585
2022-12-13,3.8216126483183
2022-12-14,3.8262060375715063
2022-12-15,3.8306736599256976
2022-12-16,3.835014193339542
2022-12-19,3.847260605909873
2022-12-20,3.851080320935966
2022-12-21,3.8547669083624077
2022-12-22,3.8583192772686665
2022-12-23,3.8617363764516317
2022-12-27,3.87403245908544
2022-12-28,3.876758852823923
2022-12-29,3.8793445202720416
2022-12-30,3.881788696289197
2023-01-03,3.8905819165946163
2023-01-04,3.89227237824977
2023-01-05,3.8938175229127965
2023-01-06,3.895216893350531
2023-01-09,3.8985364347568376
2023-01-10,3.8993490004617537
2023-01-11,3.900014155088178
2023-01-12,3.9005317018061554
2023-01-13,3.900901487465285
2023-01-17,3.900901487465285
2023-01-18,3.9005317018061554
2023-01-19,3.900014155088178
2023-01-20,3.8993490004617537
2023-01-23,3.896470075466747
2023-01-24,3.895216893350531
2023-01-25,3.8938175229127965
2023-01-26,3.89227237824977
2023-01-27,3.8905819165946163
2023-01-30,3.8846438461317314
2023-01-31,3.8823775465759827
2023-02-01,3.8799688580679916
2023-02-02,3.8774184933774394
2023-02-03,3.8747272071982697
2023-02-06,3.865815990756258
2023-02-07,3.8625693959722267
2023-02-08,3.859186273786399
2023-02-09,3.8556676253190596
2023-02-10,3.8520144917948986
2023-02-13,3.840259188141748
2023-02-14,3.8360793176946877
2023-02-15,3.831770758686178
2023-02-16,3.8273347860881475
2023-02-17,3.8227727125762554
2023-02-21,3.8032909604728795
2023-02-22,3.7981193643512063
2023-02-23,3.792830312628995
2023-02-24,3.7874253704217424
2023-02-27,3.770531363602843
2023-02-28,3.7646791893283096
2023-03-01,3.7587194549390275
2023-03-02,3.752653924016286
2023-03-03,3.74648439144827
2023-03-06,3.7273701911404182
2023-03-07,3.720803208231185
2023-03-08,3.7141416488159065
2023-03-09,3.707387484157188
2023-03-10,3.700542712921016
2023-03-13,3.6794851449828205
2023-03-14,3.672298461298648
2023-03-15,3.6650315544434133
2023-03-16,3.6576865748117693
2023-03-17,3.6502656959013584
2023-03-20,3.627569731465841
2023-03-21,3.6198674298273215
2023-03-22,3.612100420203487
2023-03-23,3.604271000977445
2023-03-24,3.596381489000307
2023-03-27,3.5723758276594264
2023-03-28,3.5642694584442904
2023-03-29,3.556114833578057
2023-03-30,3.5479143661454193
2023-03-31,3.5396704827966237
2023-04-03,3.514702792132865
2023-04-04,3.506309757721647
2023-04-05,3.4978856188672585
2023-04-06,3.489432868407916
2023-04-10,3.4553858880580934
2023-04-11,3.4468277425268115
2023-04-12,3.4382560942376275
2023-04-13,3.4296734796791752
2023-04-14,3.4210824385851835
2023-04-17,3.395284186316239
2023-04-18,3.3866848750011678
2023-04-19,3.378089858170301
2023-04-20,3.3695016792274
2023-04-21,3.360922879552785
2023-04-24,3.33526812380346
2023-04-25,3.326752188233928
2023-04-26,3.3182582821948396
2023-04-27,3.3097889191696455
2023-04-28,3.301346605379124
2023-05-01,3.2762068971258294
2023-05-02,3.2678976713225087
2023-05-03,3.259627891048064
2023-05-04,3.2514000034635253
2023-05-05,3.243216443333204
2023-05-08,3.2189558742570097
2023-05-09,3.2109736985182296
2023-05-10,3.2030478130276965
2023-05-11,3.195180563182442
2023-05-12,3.187374277028268
2023-05-15,3.1643442064723155
2023-05-16,3.156804684517659
2023-05-17,3.1493374822939884
2023-05-18,3.141944809466577
2023-05-19,3.1346288536462508
2023-05-22,3.1131628199722177
2023-05-23,3.106175144684724
2023-05-24,3.0992747712236035
2023-05-25,3.0924637415203797
2023-05-26,3.08574407106832
2023-05-30,3.059818333124198
2023-05-31,3.0535847246917194
2023-06-01,3.047453980436988
2023-06-02,3.0414279145458636
2023-06-05,3.0239954611157818
2023-06-06,3.018405623158318
2023-06-07,3.0129290594407228
2023-06-08,3.0075673905663094
2023-06-09,3.0023222031391588
2023-06-12,2.9873008758056043
2023-06-13,2.9825367840062493
2023-06-14,2.977896580613342
2023-06-15,2.9733816387377203
2023-06-16,2.9689932944233233
2023-06-20,2.9527312944866524
2023-06-21,2.9489946542450056
2023-06-22,2.9453918280656435
2023-06-23,2.941923882082797
2023-06-26,2.9323393861472007
2023-06-27,2.9294208195446783
2023-06-28,2.926641859217041
2023-06-29,2.92400332750336
2023-06-30,2.9215060051876183
2023-07-03,2.914868474376223
2023-07-05,2.9111619250905223
2023-07-06,2.90952590099271
2023-07-07,2.908035370396262
2023-07-10,2.904440934295255
2023-07-11,2.9035363560043255
2023-07-12,2.9027790436174836
2023-07-13,2.9021692212356496
2023-07-14,2.9017070693150764
2023-07-17,2.9012077851826144
2023-07-18,2.901337245178951
2023-07-19,2.90161462183165
2023-07-20,2.9020398330604964
2023-07-21,2.9026127530386465
2023-07-24,2.9052158518734856
2023-07-25,2.906377475222535
2023-07-26,2.9076855237427863
2023-07-27,2.9091396103616383
2023-07-28,2.9107393047914667
2023-07-31,2.91640708660834
2023-08-01,2.9185840498293487
2023-08-02,2.920903826099749
2023-08-03,2.9233657289604205
2023-08-04,2.925969029894698
2023-08-07,2.9346194097231337
2023-08-08,2.9377801844391307
2023-08-09,2.9410780917594517
2023-08-10,2.9445121557802625
2023-08-11,2.9480813603067704
2023-08-14,2.959589057005799
2023-08-15,2.9636878665606576
2023-08-16,2.9679161422198863
2023-08-17,2.9722726327686906
2023-08-18,2.9767560490514278
2023-08-21,2.990954399722889
2023-08-22,2.9959318821524143
2023-08-23,3.0010292891633394
2023-08-24,3.00624511235092
2023-08-25,3.0115778082691613
2023-08-28,3.0282611819919523
2023-08-29,3.0340452497473542
2023-08-30,3.0399379637255
2023-08-31,3.0459375801775184
2023-09-01,3.0520423237203764
2023-09-05,3.077475983620782
2023-09-06,3.084078661963253
2023-09-07,3.090775180836832
2023-09-08,3.0975635586338486
2023-09-11,3.1184596253252765
2023-09-12,3.1255950880521914
2023-09-13,3.1328121059318
2023-09-14,3.1401085433324014
2023-09-15,3.1474822411207795
2023-09-18,3.17004496642225
2023-09-19,3.1777056669023183
2023-09-20,3.1854325021764196
2023-09-21,3.1932231857496842
2023-09-22,3.201075412233503
2023-09-25,3.224978026219854
2023-09-26,3.233053016573814
2023-09-27,3.2411777635505863
2023-09-28,3.249349862906826
2023-09-29,3.2575668963868574
2023-10-02,3.2824632238829214
2023-10-03,3.2908355561819045
2023-10-04,3.2992405463205983
2023-10-05,3.3076757071271974
2023-10-06,3.31613854250191
2023-10-09,3.3416680166451305
2023-10-10,3.3502164366362828
2023-10-11,3.3587799427092726
2023-10-12,3.3673560007848797
2023-10-13,3.375942073069544
2023-10-16,3.4017349573035545
2023-10-17,3.410335660503001
2023-10-18,3.4189336595387183
2023-10-19,3.4275264101244627
2023-10-20,3.436111369527091
2023-10-23,3.4617941123975235
2023-10-24,3.4703225371176463
2023-10-25,3.4788305065921534
2023-10-26,3.4873155031759966
2023-10-27,3.495775016022176
2023-10-30,3.520975661222619
2023-10-31,3.5293082925657138
2023-11-01,3.537603013829165
2023-11-02,3.545857370471503
2023-11-03,3.554068919895797
2023-11-06,3.578422493211649
2023-11-07,3.5864386519032037
2023-11-08,3.594399994722648
2023-11-09,3.6023041657805575
2023-11-10,3.610148826105549
2023-11-13,3.6333026212381014
2023-11-14,3.6408862113925027
2023-11-15,3.6483988737659647
2023-11-16,3.6558383852408234
2023-11-17,3.6632025443459435
2023-11-20,3.684821231063517
2023-11-21,3.6918624215697577
2023-11-22,3.698817599614339
2023-11-23,3.7056847070481798
2023-11-24,3.712461711783708
2023-11-27,3.732232192419846
2023-11-28,3.7386290075961757
2023-11-29,3.744925971325639
2023-11-30,3.751121220235359
2023-12-01,3.757212921051512
2023-12-04,3.7748488650148704
2023-12-05,3.7805086614953605
2023-12-06,3.786056213665616
2023-12-07,3.791489879915699
2023-12-08,3.796808052336346
2023-12-11,3.812054042960185
2023-12-12,3.8168948514238585
2023-12-13,3.8216126483183
2023-12-14,3.8262060375715063
2023-12-15,3.8306736599256976
2023-12-18,3.843308893599257
2023-12-19,3.847260605909873
2023-12-20,3.851080320935966
2023-12-21,3.8547669083624077
2023-12-22,3.8583192772686665
2023-12-26,3.871166145840362
2023-12-27,3.87403245908544
2023-12-28,3.876758852823923
2023-12-29,3.8793445202720416
2024-01-02,3.888746638182136
2024-01-03,3.8905819165946163
2024-01-04,3.89227237824977
2024-01-05,3.8938175229127965
2024-01-08,3.897576698424695
2024-01-09,3.8985364347568376
2024-01-10,3.8993490004617537
2024-01-11,3.900014155088178
2024-01-12,3.9005317018061554
2024-01-16,3.9011234026400423
2024-01-17,3.900901487465285
2024-01-18,3.9005317018061554
2024-01-19,3.900014155088178
2024-01-22,3.897576698424695
2024-01-23,3.896470075466747
2024-01-24,3.895216893350531
2024-01-25,3.8938175229127965
2024-01-26,3.89227237824977
2024-01-29,3.886767086100738
2024-01-30,3.8846438461317314
2024-01-31,3.8823775465759827
2024-02-01,3.8799688580679916
2024-02-02,3.8774184933774394
2024-02-05,3.8689250974188636
2024-02-06,3.865815990756258
2024-02-07,3.8625693959722267
2024-02-08,3.859186273786399
2024-02-09,3.8556676253190596
2024-02-12,3.8443091331364454
2024-02-13,3.840259188141748
2024-02-14,3.8360793176946877
2024-02-15,3.831770758686178
2024-02-16,3.8273347860881475
2024-02-20,3.8083435706355186
2024-02-21,3.8032909604728795
2024-02-22,3.7981193643512063
2024-02-23,3.792830312628995
2024-02-26,3.7762742460101077
2024-02-27,3.770531363602843
2024-02-28,3.7646791893283096
2024-02-29,3.7587194549390275
2024-03-01,3.752653924016286
2024-03-04,3.7338406542677114
2024-03-05,3.7273701911404182
2024-03-06,3.720803208231185
2024-03-07,3.7141416488159065
2024-03-08,3.707387484157188
2024-03-11,3.6865894788406073
2024-03-12,3.6794851449828205
2024-03-13,3.672298461298648
2024-03-14,3.6650315544434133
2024-03-15,3.6576865748117693
2024-03-18,3.6352050458840726
2024-03-19,3.627569731465841
2024-03-20,3.6198674298273215
2024-03-21,3.612100420203487
2024-03-22,3.604271000977445
2024-03-25,3.580431542418396
2024-03-26,3.5723758276594264
2024-03-27,3.5642694584442904
2024-03-28,3.556114833578057
2024-04-02,3.514702792132865
2024-04-03,3.506309757721647
2024-04-04,3.4978856188672585
2024-04-05,3.489432868407916
2024-04-08,3.463927998338524
2024-04-09,3.4553858880580934
2024-04-10,3.4468277425268115
2024-04-11,3.4382560942376275
2024-04-12,3.4296734796791752
2024-04-15,3.4038852474409476
2024-04-16,3.395284186316239
2024-04-17,3.3866848750011678
2024-04-18,3.378089858170301
2024-04-19,3.3695016792274
2024-04-22,3.343803568901092
2024-04-23,3.33526812380346
2024-04-24,3.326752188233928
2024-04-25,3.3182582821948396
2024-04-26,3.3097889191696455
2024-04-29,3.284553109624428
2024-04-30,3.2762068971258294
2024-05-01,3.2678976713225087
2024-05-02,3.259627891048064
2024-05-03,3.2514000034635253
2024-05-06,3.226991978189815
2024-05-07,3.2189558742570097
2024-05-08,3.2109736985182296
2024-05-09,3.2030478130276965
2024-05-10,3.195180563182442
2024-05-13,3.1719538170921115
2024-05-14,3.1643442064723155
2024-05-15,3.156804684517659
2024-05-16,3.1493374822939884
2024-05-17,3.141944809466577
2024-05-20,3.120235729320546
2024-05-21,3.1131628199722177
2024-05-22,3.106175144684724
2024-05-23,3.0992747712236035
2024-05-24,3.0924637415203797
2024-05-28,3.0661529611094
2024-05-29,3.059818333124198
2024-05-30,3.0535847246917194
2024-05-31,3.047453980436988
2024-06-03,3.0296969191901306
2024-06-04,3.0239954611157818
2024-06-05,3.018405623158318
2024-06-06,3.0129290594407228
2024-06-07,3.0075673905663094
2024-06-10,2.992187446239997
2024-06-11,2.9873008758056043
2024-06-12,2.9825367840062493
2024-06-13,2.977896580613342
2024-06-14,2.9733816387377203
2024-06-17,2.960601554958414
2024-06-18,2.95660064305862
2024-06-20,2.9489946542450056
2024-06-21,2.9453918280656435
2024-06-24,2.935396695373796
2024-06-25,2.9323393861472007
2024-06-26,2.9294208195446783
2024-06-27,2.926641859217041
2024-06-28,2.92400332750336
2024-07-01,2.9169379027365454
2024-07-02,2.914868474376223
2024-07-03,2.9129429585638458
2024-07-05,2.90952590099271
2024-07-08,2.9054925108110035
2024-07-09,2.904440934295255
2024-07-10,2.9035363560043255
2024-07-11,2.9027790436174836
2024-07-12,2.9021692212356496
2024-07-15,2.901226280151935
2024-07-16,2.9012077851826144
2024-07-17,2.901337245178951
2024-07-18,2.90161462183165
2024-07-19,2.9020398330604964
2024-07-22,2.9042009974386764
2024-07-23,2.9052158518734856
2024-07-24,2.906377475222535
2024-07-25,2.9076855237427863
2024-07-26,2.9091396103616383
