path,npv_eur,npv_eur_mean,npv_eur_p50,npv_eur_p10,npv_eur_p90
58,9176.424202478265,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
59,3308.7228175460023,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
60,4515.37250596444,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
61,4416.1001878769075,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
62,5359.795259578631,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
63,7991.50339048692,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
64,10005.232679026609,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
65,6946.7281171239065,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
66,4362.056378435261,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
67,3456.7159740973198,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
68,3555.0953115586626,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
69,5537.525185151211,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
70,5656.540370699621,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
71,2652.891515353256,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
72,4505.233329335436,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
73,6179.69545119661,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
74,5559.27067817806,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
75,3784.56995403419,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
76,5004.657842496554,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
77,17892.903914384493,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
78,4853.3845849051895,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
79,4343.445322951306,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
80,3816.703924366944,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
81,4480.814571184917,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
82,9428.034465911638,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
83,4558.980991173776,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
84,5145.923502697892,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
85,7324.526480276114,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
86,4288.38584004036,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
87,3120.1989150420645,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
88,4640.122824001605,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
89,4316.949586242861,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
90,5836.596561222323,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
91,4252.801121452082,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
92,5010.238113313297,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
93,4190.401149035384,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
94,4067.6747772463805,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
95,10094.353551519564,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
96,7412.441652481427,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
97,9050.61160394095,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
98,4326.729239454418,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
99,6649.961356481395,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
100,6670.156655914239,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
101,4803.39180322196,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
102,9044.901285646061,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
103,4987.356763413912,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
104,5420.368660480406,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
105,5899.892258986409,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
106,3406.956350164884,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
107,7307.27200247766,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
108,5833.8453114352715,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
109,7312.740881910171,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
110,4079.9848298362226,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
111,8493.25720921622,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
112,4526.308146621883,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
113,3513.4871502915926,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
114,9208.133320821744,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
115,9827.792968420403,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
116,5908.217465183433,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
117,3774.563237535915,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
118,8385.998778934767,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
119,10477.873066789065,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
120,8302.95528596839,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
121,2070.8240359809774,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
122,10511.491936323388,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
123,4479.826956231858,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
124,4401.613540016346,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
125,4136.233854756985,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
126,9732.036654823369,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
127,9835.590270648585,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
128,3298.155341463985,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
129,8204.296646735054,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
130,3380.586676282688,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
131,11266.2567759174,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
132,8179.6647740023,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
133,2968.918550829053,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
134,5017.769102970948,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
135,17863.808523028398,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
136,3193.9560727528706,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
137,3858.668363204823,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
138,2636.268540172186,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
139,3987.8654522030665,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
140,2457.044873771004,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
141,7852.885956940315,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
142,3864.3190700382247,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
143,3956.198926535587,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
144,2922.047606986188,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
145,4894.365684725613,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
146,4275.854015248739,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
147,4705.51511319854,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
148,3274.3027627415786,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
149,2486.6175727358486,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
150,6098.223586076853,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
151,2677.2871481134125,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
152,4243.477166551163,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
153,7660.31999155629,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
154,4652.945795062315,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
155,2828.454560201372,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
156,3189.80093037,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
157,5623.599540727223,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
158,11758.717896300102,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
159,5190.25143060349,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
160,3424.9781849051014,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
161,9606.15386911348,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
162,4530.172478613581,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
163,10317.296992758955,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
164,4169.662233265345,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
165,6307.0840331659,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
166,5567.56342057516,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
167,5331.974960662703,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
168,4043.1133826877904,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
169,9427.98526784533,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
170,5000.551661073634,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
171,8159.213587214319,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
172,8908.021567001995,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
173,4698.902447469654,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
174,5256.137258092453,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
175,3762.483392599973,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
176,4051.6329185386403,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
177,6238.137525244409,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
178,9195.841646807052,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
179,6707.3385286803195,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
180,8250.75574287267,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
181,5558.555338749143,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
182,4191.000110965104,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
183,4149.975150533524,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
184,5093.817074024792,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
185,6491.503287450913,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
186,4534.8690540844755,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
187,6484.045055722732,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
188,2509.4187804904827,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
189,3225.918553141804,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
190,5641.128572655291,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
191,8030.804789517322,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
192,3835.313925088642,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
193,4697.5178384219635,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
194,5888.229030357238,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
195,2162.212881068028,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
196,3799.4132461623694,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
197,11109.546303499483,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
198,2727.88779801709,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
199,4716.057333878968,5527.615657021368,4698.210142945809,2869.153655646258,9211.402855659931
